Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Stone
appliedenergistics2:facade:0, Cable Facade - Basic Machine Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Casing
appliedenergistics2:facade:0, Cable Facade - Reactor Pressure Vessel
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Scaffold
appliedenergistics2:facade:0, Cable Facade - Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Construction Foam
appliedenergistics2:facade:0, Cable Facade - Reinforced Construction Foam
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Black)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Brown)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Cyan)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Green)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Lime)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Magenta)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Orange)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Pink)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Purple)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Red)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (White)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Yellow)
appliedenergistics2:facade:0, Cable Facade - Refractory Bricks
appliedenergistics2:facade:0, Cable Facade - Fertilized Dirt
appliedenergistics2:facade:0, Cable Facade - Lapis Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lamp
appliedenergistics2:facade:0, Cable Facade - Dyeing Machine
appliedenergistics2:facade:0, Cable Facade - Bean Pod
appliedenergistics2:facade:0, Cable Facade - Spectre Block
appliedenergistics2:facade:0, Cable Facade - Quartz Lamp
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Contact Button
appliedenergistics2:facade:0, Cable Facade - Contact Lever
appliedenergistics2:facade:0, Cable Facade - Superlubricent Ice
appliedenergistics2:facade:0, Cable Facade - Block of Sticks
appliedenergistics2:facade:0, Cable Facade - Returning Block of Sticks
appliedenergistics2:facade:0, Cable Facade - White Luminous Block
appliedenergistics2:facade:0, Cable Facade - Orange Luminous Block
appliedenergistics2:facade:0, Cable Facade - Magenta Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Luminous Block
appliedenergistics2:facade:0, Cable Facade - Yellow Luminous Block
appliedenergistics2:facade:0, Cable Facade - Lime Luminous Block
appliedenergistics2:facade:0, Cable Facade - Pink Luminous Block
appliedenergistics2:facade:0, Cable Facade - Gray Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Luminous Block
appliedenergistics2:facade:0, Cable Facade - Cyan Luminous Block
appliedenergistics2:facade:0, Cable Facade - Purple Luminous Block
appliedenergistics2:facade:0, Cable Facade - Blue Luminous Block
appliedenergistics2:facade:0, Cable Facade - Brown Luminous Block
appliedenergistics2:facade:0, Cable Facade - Green Luminous Block
appliedenergistics2:facade:0, Cable Facade - Red Luminous Block
appliedenergistics2:facade:0, Cable Facade - Black Luminous Block
appliedenergistics2:facade:0, Cable Facade - White Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Orange Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Magenta Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Yellow Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Lime Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Pink Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Gray Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Cyan Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Purple Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Blue Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Brown Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Green Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Red Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Black Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Super Lubricent Stone
appliedenergistics2:facade:0, Cable Facade - Trigger Glass
appliedenergistics2:facade:0, Cable Facade - Ancient Brick [INTERNAL]
appliedenergistics2:facade:0, Cable Facade - Sided Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Spectre Planks
appliedenergistics2:facade:0, Cable Facade - Spectre Wood
appliedenergistics2:facade:0, Cable Facade - Spectre Leaves
appliedenergistics2:facade:0, Cable Facade - Biome Cobblestone
appliedenergistics2:facade:0, Cable Facade - Biome Stone
appliedenergistics2:facade:0, Cable Facade - Biome Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Biome Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Biome Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Biome Glass
appliedenergistics2:facade:0, Cable Facade - White Grass
appliedenergistics2:facade:0, Cable Facade - Orange Grass
appliedenergistics2:facade:0, Cable Facade - Magenta Grass
appliedenergistics2:facade:0, Cable Facade - Light Blue Grass
appliedenergistics2:facade:0, Cable Facade - Yellow Grass
appliedenergistics2:facade:0, Cable Facade - Lime Grass
appliedenergistics2:facade:0, Cable Facade - Pink Grass
appliedenergistics2:facade:0, Cable Facade - Gray Grass
appliedenergistics2:facade:0, Cable Facade - Light Gray Grass
appliedenergistics2:facade:0, Cable Facade - Cyan Grass
appliedenergistics2:facade:0, Cable Facade - Purple Grass
appliedenergistics2:facade:0, Cable Facade - Blue Grass
appliedenergistics2:facade:0, Cable Facade - Brown Grass
appliedenergistics2:facade:0, Cable Facade - Green Grass
appliedenergistics2:facade:0, Cable Facade - Red Grass
appliedenergistics2:facade:0, Cable Facade - Black Grass
appliedenergistics2:facade:0, Cable Facade - Rainbow Lamp
appliedenergistics2:facade:0, Cable Facade - White Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Orange Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Lime Stained Brickss
appliedenergistics2:facade:0, Cable Facade - Pink Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Gray Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Purple Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Brown Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Green Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Red Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Black Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous White Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Orange Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Magenta Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Light Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Yellow Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Lime Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Pink Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Gray Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Light Gray Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Cyan Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Purple Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Brown Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Green Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Red Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Black Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Scaffolding
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
